i,j,k,abs,arg,re,im
5,4,2,4.504374e-25,1.789273e-1,4.432463e-25,8.016621e-26
5,4,3,7.644649e-25,-1.734468e0,-1.245633e-25,-7.542483e-25
5,4,4,2.154758e-36,-2.501924e0,-1.728749e-36,-1.286238e-36
5,4,5,2.040027e-36,-2.231001e0,-1.251104e-36,-1.611350e-36
5,4,6,1.772949e-24,4.236328e-1,1.616223e-24,7.288146e-25
5,4,7,2.428313e-24,2.506518e0,-1.954858e-24,1.440567e-24
5,4,8,1.637626e-24,8.799723e-1,1.043451e-24,1.262153e-24
5,5,0,1.366910e-24,2.489973e-1,1.324755e-24,3.368508e-25
5,5,1,4.716281e-25,1.465326e0,4.965078e-26,4.690073e-25
5,5,2,1.813462e-25,-3.571686e-1,1.699016e-25,-6.340281e-26
5,5,3,4.719183e-25,1.243526e0,1.517027e-25,4.468705e-25
5,5,4,2.040027e-36,-2.231001e0,-1.251104e-36,-1.611350e-36
5,5,5,2.903120e-36,3.939961e-1,2.680690e-36,1.114454e-36
5,5,6,1.219252e-25,1.978538e0,-4.834782e-26,1.119296e-25
5,5,7,8.744884e-25,-4.680996e-2,8.735305e-25,-4.091982e-26
5,5,8,1.702684e-24,-2.963330e0,-1.675702e-24,-3.019193e-25
5,6,0,3.185300e-13,-6.902924e-1,2.456057e-13,-2.028280e-13
5,6,1,5.919977e-13,1.973195e0,-2.318418e-13,5.447115e-13
5,6,2,5.978625e-13,2.076684e0,-2.897147e-13,5.229770e-13
5,6,3,1.807060e-13,-6.168034e-1,1.474076e-13,-1.045259e-13
5,6,4,1.772949e-24,4.236328e-1,1.616223e-24,7.288146e-25
5,6,5,1.219252e-25,1.978538e0,-4.834782e-26,1.119296e-25
5,6,6,1.876383e-12,7.135759e-1,1.418594e-12,1.228170e-12
5,6,7,1.054812e-12,-2.165456e0,-5.909340e-13,-8.737426e-13
5,6,8,3.498359e-13,2.240665e0,-2.172070e-13,2.742376e-13
5,7,0,7.747584e-14,-9.741069e-1,4.353422e-14,-6.408805e-14
5,7,1,2.581298e-13,-1.583199e0,-3.201447e-15,-2.581099e-13
5,7,2,5.569647e-13,3.132937e0,-5.569439e-13,4.820644e-15
5,7,3,2.804232e-13,2.590691e0,-2.389354e-13,1.467892e-13
5,7,4,2.428313e-24,2.506518e0,-1.954858e-24,1.440567e-24
5,7,5,8.744884e-25,-4.680996e-2,8.735305e-25,-4.091982e-26
5,7,6,1.054812e-12,-2.165456e0,-5.909340e-13,-8.737426e-13
5,7,7,1.773210e-13,-4.237878e-1,1.616349e-13,-7.291727e-14
5,7,8,6.219275e-13,2.807708e0,-5.875823e-13,2.038155e-13
5,8,0,6.406349e-13,3.091680e0,-6.398370e-13,3.196265e-14
5,8,1,4.684903e-13,-1.718773e0,-6.907274e-14,-4.633704e-13
5,8,2,7.454825e-13,5.838742e-1,6.219808e-13,4.109550e-13
5,8,3,4.472333e-13,2.991662e0,-4.422160e-13,6.680324e-14
5,8,4,1.637626e-24,8.799723e-1,1.043451e-24,1.262153e-24
5,8,5,1.702684e-24,-2.963330e0,-1.675702e-24,-3.019193e-25
5,8,6,3.498359e-13,2.240665e0,-2.172070e-13,2.742376e-13
5,8,7,6.219275e-13,2.807708e0,-5.875823e-13,2.038155e-13
5,8,8,3.264147e-12,-5.070849e-1,2.853399e-12,-1.585171e-12
6,0,0,2.184333e-1,-2.428579e0,-1.652217e-1,-1.428807e-1
6,0,1,2.567279e-2,9.419816e-1,1.510039e-2,2.076224e-2
6,0,2,3.436610e-1,-1.513959e0,1.952242e-2,-3.431061e-1
6,0,3,1.908696e-1,1.775355e0,-3.877239e-2,1.868901e-1
6,0,4,9.247152e-13,1.837547e0,-2.437532e-13,8.920104e-13
6,0,5,3.185300e-13,-6.902924e-1,2.456057e-13,-2.028280e-13
6,0,6,5.620835e-1,1.234229e0,1.856273e-1,5.305473e-1
6,0,7,4.764420e-1,-3.106946e0,-4.761561e-1,-1.650360e-2
6,0,8,5.062614e-1,2.461574e0,-3.936490e-1,3.183412e-1
6,1,0,2.567279e-2,9.419816e-1,1.510039e-2,2.076224e-2
6,1,1,1.544760e-1,1.466911e0,1.601892e-2,1.536432e-1
6,1,2,2.099236e-1,3.069861e0,-2.093837e-1,1.504524e-2
6,1,3,7.153485e-2,1.305368e-1,7.092624e-2,9.311433e-3
6,1,4,3.305105e-13,-1.878553e0,-1.001188e-13,-3.149816e-13
6,1,5,5.919977e-13,1.973195e0,-2.318418e-13,5.447115e-13
6,1,6,3.672403e-1,2.059843e0,-1.725237e-1,3.241928e-1
6,1,7,2.551675e-1,-2.965370e0,-2.512157e-1,-4.473393e-2
6,1,8,3.448816e-1,2.911808e0,-3.358165e-1,7.855288e-2
6,2,0,3.436610e-1,-1.513959e0,1.952242e-2,-3.431061e-1
6,2,1,2.099236e-1,3.069861e0,-2.093837e-1,1.504524e-2
6,2,2,8.625840e-1,-2.318010e-1,8.395135e-1,-1.981620e-1
6,2,3,1.545336e-1,2.252054e0,-9.732069e-2,1.200388e-1
6,2,4,1.923453e-13,-3.067182e0,-1.918131e-13,-1.429938e-14
6,2,5,5.978625e-13,2.076684e0,-2.897147e-13,5.229770e-13
6,2,6,4.558106e-1,3.083828e0,-4.550503e-1,2.631500e-2
6,2,7,6.555253e-1,-1.760131e0,-1.233734e-1,-6.438109e-1
6,2,8,9.422439e-1,-2.579381e-1,9.110726e-1,-2.403545e-1
6,3,0,1.908696e-1,1.775355e0,-3.877239e-2,1.868901e-1
6,3,1,7.153485e-2,1.305368e-1,7.092624e-2,9.311433e-3
6,3,2,1.545336e-1,2.252054e0,-9.732069e-2,1.200388e-1
6,3,3,4.066040e-2,9.228361e-1,2.454105e-2,3.241921e-2
6,3,4,6.878287e-13,3.544380e-1,6.450745e-13,2.387202e-13
6,3,5,1.807060e-13,-6.168034e-1,1.474076e-13,-1.045259e-13
6,3,6,6.375081e-1,1.226355e0,2.152680e-1,6.000636e-1
6,3,7,7.486433e-2,-2.905354e0,-7.278498e-2,-1.752183e-2
6,3,8,3.335729e-1,-2.710335e0,-3.030312e-1,-1.394380e-1
6,4,0,9.247152e-13,1.837547e0,-2.437532e-13,8.920104e-13
6,4,1,3.305105e-13,-1.878553e0,-1.001188e-13,-3.149816e-13
6,4,2,1.923453e-13,-3.067182e0,-1.918131e-13,-1.429938e-14
6,4,3,6.878287e-13,3.544380e-1,6.450745e-13,2.387202e-13
6,4,4,7.114805e-24,-6.077722e-1,5.840702e-24,-4.062838e-24
6,4,5,1.772949e-24,4.236328e-1,1.616223e-24,7.288146e-25
6,4,6,3.291336e-12,-1.894348e0,-1.046435e-12,-3.120555e-12
6,4,7,1.010256e-12,1.469520e0,1.021402e-13,1.005079e-12
6,4,8,6.304237e-13,1.929893e0,-2.215488e-13,5.902120e-13
6,5,0,3.185300e-13,-6.902924e-1,2.456057e-13,-2.028280e-13
6,5,1,5.919977e-13,1.973195e0,-2.318418e-13,5.447115e-13
6,5,2,5.978625e-13,2.076684e0,-2.897147e-13,5.229770e-13
6,5,3,1.807060e-13,-6.168034e-1,1.474076e-13,-1.045259e-13
6,5,4,1.772949e-24,4.236328e-1,1.616223e-24,7.288146e-25
6,5,5,1.219252e-25,1.978538e0,-4.834782e-26,1.119296e-25
6,5,6,1.876383e-12,7.135759e-1,1.418594e-12,1.228170e-12
6,5,7,1.054812e-12,-2.165456e0,-5.909340e-13,-8.737426e-13
6,5,8,3.498359e-13,2.240665e0,-2.172070e-13,2.742376e-13
6,6,0,5.620835e-1,1.234229e0,1.856273e-1,5.305473e-1
6,6,1,3.672403e-1,2.059843e0,-1.725237e-1,3.241928e-1
6,6,2,4.558106e-1,3.083828e0,-4.550503e-1,2.631500e-2
6,6,3,6.375081e-1,1.226355e0,2.152680e-1,6.000636e-1
6,6,4,3.291336e-12,-1.894348e0,-1.046435e-12,-3.120555e-12
6,6,5,1.876383e-12,7.135759e-1,1.418594e-12,1.228170e-12
6,6,6,1.479447e0,2.125007e-1,1.446169e0,3.120229e-1
6,6,7,1.064021e0,4.118478e-3,1.064012e0,4.382135e-3
6,6,8,7.886780e-1,-1.269769e0,2.338440e-1,-7.532131e-1
6,7,0,4.764420e-1,-3.106946e0,-4.761561e-1,-1.650360e-2
6,7,1,2.551675e-1,-2.965370e0,-2.512157e-1,-4.473393e-2
6,7,2,6.555253e-1,-1.760131e0,-1.233734e-1,-6.438109e-1
6,7,3,7.486433e-2,-2.905354e0,-7.278498e-2,-1.752183e-2
6,7,4,1.010256e-12,1.469520e0,1.021402e-13,1.005079e-12
6,7,5,1.054812e-12,-2.165456e0,-5.909340e-13,-8.737426e-13
6,7,6,1.064021e0,4.118478e-3,1.064012e0,4.382135e-3
6,7,7,4.494775e-1,1.628103e0,-2.574382e-2,4.487397e-1
6,7,8,2.973878e-1,1.719462e0,-4.404858e-2,2.941075e-1
6,8,0,5.062614e-1,2.461574e0,-3.936490e-1,3.183412e-1
6,8,1,3.448816e-1,2.911808e0,-3.358165e-1,7.855288e-2
6,8,2,9.422439e-1,-2.579381e-1,9.110726e-1,-2.403545e-1
6,8,3,3.335729e-1,-2.710335e0,-3.030312e-1,-1.394380e-1
6,8,4,6.304237e-13,1.929893e0,-2.215488e-13,5.902120e-13
6,8,5,3.498359e-13,2.240665e0,-2.172070e-13,2.742376e-13
6,8,6,7.886780e-1,-1.269769e0,2.338440e-1,-7.532131e-1
6,8,7,2.973878e-1,1.719462e0,-4.404858e-2,2.941075e-1
6,8,8,5.346963e-1,-1.406496e0,8.745589e-2,-5.274956e-1
7,0,0,1.018184e-1,-1.978046e0,-4.032880e-2,-9.349100e-2
7,0,1,1.428695e-1,-8.249207e-2,1.423837e-1,-1.177224e-2
7,0,2,2.375746e-1,1.178554e0,9.081552e-2,2.195318e-1
7,0,3,4.644089e-2,2.479784e0,-3.663639e-2,2.853999e-2
7,0,4,1.430528e-13,2.144261e0,-7.761264e-14,1.201681e-13
7,0,5,7.747584e-14,-9.741069e-1,4.353422e-14,-6.408805e-14
7,0,6,4.764420e-1,-3.106946e0,-4.761561e-1,-1.650360e-2
7,0,7,1.892198e-1,6.783493e-1,1.473284e-1,1.187371e-1
7,0,8,3.777507e-1,8.420158e-1,2.515670e-1,2.817971e-1
7,1,0,1.428695e-1,-8.249207e-2,1.423837e-1,-1.177224e-2
7,1,1,1.821693e-1,1.411002e-1,1.803589e-1,2.561891e-2
7,1,2,1.783542e-1,-1.047439e0,8.913971e-2,-1.544808e-1
7,1,3,7.143664e-2,-1.222241e-1,7.090372e-2,-8.709555e-3
7,1,4,2.758435e-13,-2.950183e0,-2.708058e-13,-5.247719e-14
7,1,5,2.581298e-13,-1.583199e0,-3.201447e-15,-2.581099e-13
7,1,6,2.551675e-1,-2.965370e0,-2.512157e-1,-4.473393e-2
7,1,7,8.603957e-2,7.750814e-3,8.603699e-2,6.668700e-4
7,1,8,3.656877e-1,1.324180e0,8.927303e-2,3.546235e-1
7,2,0,2.375746e-1,1.178554e0,9.081552e-2,2.195318e-1
7,2,1,1.783542e-1,-1.047439e0,8.913971e-2,-1.544808e-1
7,2,2,3.625979e-1,1.087786e0,1.684076e-1,3.211170e-1
7,2,3,1.355841e-1,2.818110e-2,1.355302e-1,3.820402e-3
7,2,4,1.029533e-12,1.297300e-1,1.020881e-12,1.331870e-13
7,2,5,5.569647e-13,3.132937e0,-5.569439e-13,4.820644e-15
7,2,6,6.555253e-1,-1.760131e0,-1.233734e-1,-6.438109e-1
7,2,7,3.330944e-1,2.399584e0,-2.455281e-1,2.250951e-1
7,2,8,2.590415e-1,1.779332e0,-5.362883e-2,2.534294e-1
7,3,0,4.644089e-2,2.479784e0,-3.663639e-2,2.853999e-2
7,3,1,7.143664e-2,-1.222241e-1,7.090372e-2,-8.709555e-3
7,3,2,1.355841e-1,2.818110e-2,1.355302e-1,3.820402e-3
7,3,3,8.211180e-2,2.641472e0,-7.205515e-2,3.937518e-2
7,3,4,3.744318e-13,2.870857e0,-3.607930e-13,1.001380e-13
7,3,5,2.804232e-13,2.590691e0,-2.389354e-13,1.467892e-13
7,3,6,7.486433e-2,-2.905354e0,-7.278498e-2,-1.752183e-2
7,3,7,1.805273e-1,1.039863e0,9.140785e-2,1.556751e-1
7,3,8,2.049828e-1,1.900561e0,-6.637755e-2,1.939380e-1
7,4,0,1.430528e-13,2.144261e0,-7.761264e-14,1.201681e-13
7,4,1,2.758435e-13,-2.950183e0,-2.708058e-13,-5.247719e-14
7,4,2,1.029533e-12,1.297300e-1,1.020881e-12,1.331870e-13
7,4,3,3.744318e-13,2.870857e0,-3.607930e-13,1.001380e-13
7,4,4,1.532646e-24,-1.339963e0,3.506520e-25,-1.491995e-24
7,4,5,2.428313e-24,2.506518e0,-1.954858e-24,1.440567e-24
7,4,6,1.010256e-12,1.469520e0,1.021402e-13,1.005079e-12
7,4,7,1.143611e-12,-2.699146e0,-1.033489e-12,-4.896387e-13
7,4,8,9.246595e-13,1.566669e-1,9.133350e-13,1.442717e-13
7,5,0,7.747584e-14,-9.741069e-1,4.353422e-14,-6.408805e-14
7,5,1,2.581298e-13,-1.583199e0,-3.201447e-15,-2.581099e-13
7,5,2,5.569647e-13,3.132937e0,-5.569439e-13,4.820644e-15
7,5,3,2.804232e-13,2.590691e0,-2.389354e-13,1.467892e-13
7,5,4,2.428313e-24,2.506518e0,-1.954858e-24,1.440567e-24
7,5,5,8.744884e-25,-4.680996e-2,8.735305e-25,-4.091982e-26
7,5,6,1.054812e-12,-2.165456e0,-5.909340e-13,-8.737426e-13
7,5,7,1.773210e-13,-4.237878e-1,1.616349e-13,-7.291727e-14
7,5,8,6.219275e-13,2.807708e0,-5.875823e-13,2.038155e-13
7,6,0,4.764420e-1,-3.106946e0,-4.761561e-1,-1.650360e-2
7,6,1,2.551675e-1,-2.965370e0,-2.512157e-1,-4.473393e-2
7,6,2,6.555253e-1,-1.760131e0,-1.233734e-1,-6.438109e-1
7,6,3,7.486433e-2,-2.905354e0,-7.278498e-2,-1.752183e-2
7,6,4,1.010256e-12,1.469520e0,1.021402e-13,1.005079e-12
7,6,5,1.054812e-12,-2.165456e0,-5.909340e-13,-8.737426e-13
7,6,6,1.064021e0,4.118478e-3,1.064012e0,4.382135e-3
7,6,7,4.494775e-1,1.628103e0,-2.574382e-2,4.487397e-1
7,6,8,2.973878e-1,1.719462e0,-4.404858e-2,2.941075e-1
7,7,0,1.892198e-1,6.783493e-1,1.473284e-1,1.187371e-1
7,7,1,8.603957e-2,7.750814e-3,8.603699e-2,6.668700e-4
7,7,2,3.330944e-1,2.399584e0,-2.455281e-1,2.250951e-1
7,7,3,1.805273e-1,1.039863e0,9.140785e-2,1.556751e-1
7,7,4,1.143611e-12,-2.699146e0,-1.033489e-12,-4.896387e-13
7,7,5,1.773210e-13,-4.237878e-1,1.616349e-13,-7.291727e-14
7,7,6,4.494775e-1,1.628103e0,-2.574382e-2,4.487397e-1
7,7,7,3.027453e-1,-8.018999e-2,3.017724e-1,-2.425113e-2
7,7,8,1.686390e-1,3.122311e0,-1.686077e-1,3.251395e-3
7,8,0,3.777507e-1,8.420158e-1,2.515670e-1,2.817971e-1
7,8,1,3.656877e-1,1.324180e0,8.927303e-2,3.546235e-1
7,8,2,2.590415e-1,1.779332e0,-5.362883e-2,2.534294e-1
7,8,3,2.049828e-1,1.900561e0,-6.637755e-2,1.939380e-1
7,8,4,9.246595e-13,1.566669e-1,9.133350e-13,1.442717e-13
7,8,5,6.219275e-13,2.807708e0,-5.875823e-13,2.038155e-13
7,8,6,2.973878e-1,1.719462e0,-4.404858e-2,2.941075e-1
7,8,7,1.686390e-1,3.122311e0,-1.686077e-1,3.251395e-3
7,8,8,6.225949e-1,3.230147e-1,5.903960e-1,1.976283e-1
8,0,0,7.812434e-1,1.881652e0,-2.389618e-1,7.438001e-1
8,0,1,1.842140e-1,-7.388098e-1,1.361840e-1,-1.240513e-1
8,0,2,3.667106e-1,-1.257443e0,1.130388e-1,-3.488536e-1
8,0,3,2.862963e-1,1.088295e0,1.328404e-1,2.536119e-1
8,0,4,6.376558e-13,2.676552e0,-5.699389e-13,2.859626e-13
8,0,5,6.406349e-13,3.091680e0,-6.398370e-13,3.196265e-14
8,0,6,5.062614e-1,2.461574e0,-3.936490e-1,3.183412e-1
8,0,7,3.777507e-1,8.420158e-1,2.515670e-1,2.817971e-1
8,0,8,1.208824e0,-2.477638e0,-9.520225e-1,-7.449212e-1
8,1,0,1.842140e-1,-7.388098e-1,1.361840e-1,-1.240513e-1
8,1,1,3.382782e-1,1.162005e0,1.344657e-1,3.104048e-1
8,1,2,3.135377e-1,1.442833e0,4.001189e-2,3.109742e-1
8,1,3,7.968089e-2,1.217224e0,2.758962e-2,7.475197e-2
8,1,4,6.680519e-13,-2.178629e0,-3.815176e-13,-5.483955e-13
8,1,5,4.684903e-13,-1.718773e0,-6.907274e-14,-4.633704e-13
8,1,6,3.448816e-1,2.911808e0,-3.358165e-1,7.855288e-2
8,1,7,3.656877e-1,1.324180e0,8.927303e-2,3.546235e-1
8,1,8,2.500245e-1,5.159011e-1,2.174834e-1,1.233418e-1
8,2,0,3.667106e-1,-1.257443e0,1.130388e-1,-3.488536e-1
8,2,1,3.135377e-1,1.442833e0,4.001189e-2,3.109742e-1
8,2,2,3.796395e-1,4.790507e-2,3.792040e-1,1.817971e-2
8,2,3,4.525385e-2,-1.660850e0,-4.069768e-3,-4.507047e-2
8,2,4,1.730457e-12,-9.346061e-1,1.028125e-12,-1.391919e-12
8,2,5,7.454825e-13,5.838742e-1,6.219808e-13,4.109550e-13
8,2,6,9.422439e-1,-2.579381e-1,9.110726e-1,-2.403545e-1
8,2,7,2.590415e-1,1.779332e0,-5.362883e-2,2.534294e-1
8,2,8,3.969726e-1,-9.376588e-1,2.348796e-1,-3.200294e-1
8,3,0,2.862963e-1,1.088295e0,1.328404e-1,2.536119e-1
8,3,1,7.968089e-2,1.217224e0,2.758962e-2,7.475197e-2
8,3,2,4.525385e-2,-1.660850e0,-4.069768e-3,-4.507047e-2
8,3,3,1.144481e-1,1.841830e-2,1.144287e-1,2.107821e-3
8,3,4,6.835896e-13,7.684245e-1,4.915054e-13,4.750970e-13
8,3,5,4.472333e-13,2.991662e0,-4.422160e-13,6.680324e-14
8,3,6,3.335729e-1,-2.710335e0,-3.030312e-1,-1.394380e-1
8,3,7,2.049828e-1,1.900561e0,-6.637755e-2,1.939380e-1
8,3,8,2.532244e-1,4.203623e-1,2.311790e-1,1.033387e-1
8,4,0,6.376558e-13,2.676552e0,-5.699389e-13,2.859626e-13
8,4,1,6.680519e-13,-2.178629e0,-3.815176e-13,-5.483955e-13
8,4,2,1.730457e-12,-9.346061e-1,1.028125e-12,-1.391919e-12
8,4,3,6.835896e-13,7.684245e-1,4.915054e-13,4.750970e-13
8,4,4,4.749536e-24,-2.657189e0,-4.203115e-24,-2.211767e-24
8,4,5,1.637626e-24,8.799723e-1,1.043451e-24,1.262153e-24
8,4,6,6.304237e-13,1.929893e0,-2.215488e-13,5.902120e-13
8,4,7,9.246595e-13,1.566669e-1,9.133350e-13,1.442717e-13
8,4,8,2.912775e-12,-2.378880e0,-2.105834e-12,-2.012392e-12
8,5,0,6.406349e-13,3.091680e0,-6.398370e-13,3.196265e-14
8,5,1,4.684903e-13,-1.718773e0,-6.907274e-14,-4.633704e-13
8,5,2,7.454825e-13,5.838742e-1,6.219808e-13,4.109550e-13
8,5,3,4.472333e-13,2.991662e0,-4.422160e-13,6.680324e-14
8,5,4,1.637626e-24,8.799723e-1,1.043451e-24,1.262153e-24
8,5,5,1.702684e-24,-2.963330e0,-1.675702e-24,-3.019193e-25
8,5,6,3.498359e-13,2.240665e0,-2.172070e-13,2.742376e-13
8,5,7,6.219275e-13,2.807708e0,-5.875823e-13,2.038155e-13
8,5,8,3.264147e-12,-5.070849e-1,2.853399e-12,-1.585171e-12
8,6,0,5.062614e-1,2.461574e0,-3.936490e-1,3.183412e-1
8,6,1,3.448816e-1,2.911808e0,-3.358165e-1,7.855288e-2
8,6,2,9.422439e-1,-2.579381e-1,9.110726e-1,-2.403545e-1
8,6,3,3.335729e-1,-2.710335e0,-3.030312e-1,-1.394380e-1
8,6,4,6.304237e-13,1.929893e0,-2.215488e-13,5.902120e-13
8,6,5,3.498359e-13,2.240665e0,-2.172070e-13,2.742376e-13
8,6,6,7.886780e-1,-1.269769e0,2.338440e-1,-7.532131e-1
8,6,7,2.973878e-1,1.719462e0,-4.404858e-2,2.941075e-1
8,6,8,5.346963e-1,-1.406496e0,8.745589e-2,-5.274956e-1
8,7,0,3.777507e-1,8.420158e-1,2.515670e-1,2.817971e-1
8,7,1,3.656877e-1,1.324180e0,8.927303e-2,3.546235e-1
8,7,2,2.590415e-1,1.779332e0,-5.362883e-2,2.534294e-1
8,7,3,2.049828e-1,1.900561e0,-6.637755e-2,1.939380e-1
8,7,4,9.246595e-13,1.566669e-1,9.133350e-13,1.442717e-13
8,7,5,6.219275e-13,2.807708e0,-5.875823e-13,2.038155e-13
8,7,6,2.973878e-1,1.719462e0,-4.404858e-2,2.941075e-1
8,7,7,1.686390e-1,3.122311e0,-1.686077e-1,3.251395e-3
8,7,8,6.225949e-1,3.230147e-1,5.903960e-1,1.976283e-1
8,8,0,1.208824e0,-2.477638e0,-9.520225e-1,-7.449212e-1
8,8,1,2.500245e-1,5.159011e-1,2.174834e-1,1.233418e-1
8,8,2,3.969726e-1,-9.376588e-1,2.348796e-1,-3.200294e-1
8,8,3,2.532244e-1,4.203623e-1,2.311790e-1,1.033387e-1
8,8,4,2.912775e-12,-2.378880e0,-2.105834e-12,-2.012392e-12
8,8,5,3.264147e-12,-5.070849e-1,2.853399e-12,-1.585171e-12
8,8,6,5.346963e-1,-1.406496e0,8.745589e-2,-5.274956e-1
8,8,7,6.225949e-1,3.230147e-1,5.903960e-1,1.976283e-1
8,8,8,4.625529e0,-2.332411e0,-3.192037e0,-3.347599e0
